type,date_creation,adh_last_name,adh_first_name,adh_birth_date,adh_gender,adh_mail,adh_street_address,adh_postcode,adh_city,adh_telephone,adh_iban,adh_bic_code,adh_bank_name,adh_bank_adress,adh_bank_postcode,adh_bank_city,adh_bank_country_code,ent_company_name,ent_siret,ent_statut,ent_naf,ent_telephone,ent_city,ent_postcode,ent_street_address,ent_mail,ent_iban,ent_bic_code,ent_bank_name,ent_bank_adress,ent_bank_postcode,ent_bank_city,ent_bank_country_code,contrat_sante_code,contrat_sante_date,contrat_prev_code,contrat_prev_date
affiliation,2021-01-01,RSA Goncalves,Isaac,1980-02-11,MALE,isaac.rsagoncalves@fakemail.com,3 rue Anastasie Baudry,72404,Saint Andree,06.11.00.90.20,FR7630004000005734328972076,BNPAFRPP,BNP Paribas,9 rue Lecoq,24974,Sainte Charles,FR,RSA Leveque Philippe et Fils SAS,22771975400789,SAS,4291Z,06.19.35.11.15,Bouchet-la-Foret,74810,491 boulevard Lenoir,rsalevequephilippeetfilssas@fakemail.com,FR7611315000005730308822367,CEPAFRPP,Caisse d'Epargne,89 rue de Breton,11342,Hardy,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Monnier,Philippine,1999-05-08,FEMALE,philippine.rsamonnier@fakemail.com,39 boulevard de Gilles,76889,Briand,06.85.76.34.91,FR7611315000002609522284540,CEPAFRPP,Caisse d'Epargne,90 rue Camus,09935,Guillaume,FR,RSA Buisson SARL,64787599600884,SARL,4120A,06.51.99.76.41,Chartier,92833,915 chemin Hoarau,rsabuissonsarl@fakemail.com,FR7630002000002326521471718,CRLYFRPP,Crédit Lyonnais (LCL),28 rue Guillaume,36938,Sainte Margaud,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Lefevre,Alain,1982-10-23,MALE,alain.rsalefevre@fakemail.com,438 chemin Leleu,79276,Gayboeuf,06.44.69.59.72,FR7630001000009568677048319,AGRIFRPP,Banque de France,9 chemin Guy Jacquet,34301,Schmitt,FR,RSA Bazin Pelletier SAS,63031753500320,SAS,4299Z,06.53.16.81.81,Richard,11506,98 chemin Maryse Prevost,rsabazinpelletiersas@fakemail.com,FR7611808000002523886899276,CMBRFR2B,Crédit Mutuel,5 boulevard Leleu,81980,Sainte Alexandre,FR,,2022-01-01,,2021-01-01
affiliation,2021-01-01,RSA Pierre,Georges,1978-07-22,MALE,georges.rsapierre@fakemail.com,19 avenue Antoinette Georges,05363,Fabre,06.46.23.41.47,FR7630056000006599273764244,CCFRFRCR,HSBC,994 avenue Blanc,54420,Thibaultnec,FR,RSA Pascal Bonnin SA,43304438500238,SA,4211Z,06.94.66.71.40,Nguyen-sur-Bouchet,67939,42 boulevard de Joseph,rsapascalbonninsa@fakemail.com,FR7611808000001880200269293,CMBRFR2B,Crédit Mutuel,9 avenue Adelaide Alves,81345,Gimenez,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Bertrand,Christiane,1993-10-08,FEMALE,christiane.rsabertrand@fakemail.com,5 boulevard Simone Petitjean,94996,David,06.14.87.22.97,FR7611315000002925856691190,CEPAFRPP,Caisse d'Epargne,39 chemin Claudine Lenoir,26651,Bonnin-sur-Gimenez,FR,RSA Lopes SARL,92321938000436,SARL,4213A,06.64.87.24.68,Delahaye-sur-Mer,71194,313 rue Adrien Marin,rsalopessarl@fakemail.com,FR7610011000004127497423961,PSSTFRPP,La Banque Postale,85 rue Cohen,37557,Bazin,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Allain,Luc,1995-02-23,MALE,luc.rsaallain@fakemail.com,90 rue de Pelletier,42809,Leger-sur-Mer,06.18.94.12.58,FR7630056000009349937297020,CCFRFRCR,HSBC,854 rue Michelle Sauvage,75936,Jacques,FR,RSA Laporte Meyer SA,13469857000949,SA,4222Z,06.27.89.31.03,Dos Santos,71729,5 rue Celine Chauveau,rsalaportemeyersa@fakemail.com,FR7630006000006525847240836,AGRIFRPP,Crédit Agricole,6 chemin Simone Rey,45110,Saint Diane,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Briand,Emilie,1962-05-11,FEMALE,emilie.rsabriand@fakemail.com,2 avenue Renee Jacob,17345,Saint Anastasie-sur-Mer,06.13.69.00.59,FR7630004000004917740550193,BNPAFRPP,BNP Paribas,3 rue de Aubry,34323,Leduc-sur-Mer,FR,RSA Pinto SAS,07173012100390,SAS,4299Z,06.03.97.98.46,Garcia,61521,50 boulevard de Moreau,rsapintosas@fakemail.com,FR7612548000006992468125694,AXABFRPP,AXA Banque,34 boulevard Genevieve Lefevre,69926,Noel,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Laine,Anne,2003-05-31,FEMALE,anne.rsalaine@fakemail.com,84 avenue Hamon,07858,Rodrigues-sur-Martin,06.44.53.26.75,FR7610107000004230524847880,CCBPFRPP,Banque Populaire,885 boulevard Poirier,97628,Bouvier,FR,RSA Letellier SAS,69094376600285,SAS,4213A,06.04.85.98.44,Rey-les-Bains,65875,70 chemin de Verdier,rsaletelliersas@fakemail.com,FR7610011000006664763977608,PSSTFRPP,La Banque Postale,96 rue Pinto,48347,Saint Astrid,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Descamps,Laetitia,1971-05-26,FEMALE,laetitia.rsadescamps@fakemail.com,2 boulevard Etienne Roux,55275,Guillaume,06.17.00.03.24,FR7630001000001151500394566,AGRIFRPP,Banque de France,91 rue de Bruneau,01367,Sainte Sebastien,FR,RSA Potier SAS,23411166400202,SAS,4221Z,06.48.38.88.55,Bruneau,66939,47 rue Moreau,rsapotiersas@fakemail.com,FR7612548000005191911058082,AXABFRPP,AXA Banque,87 boulevard Chretien,38502,Huet,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Delaunay,Marc,2004-06-13,MALE,marc.rsadelaunay@fakemail.com,48 boulevard Perrin,03697,Bourgeois,06.58.29.25.49,FR7630004000007196790654008,BNPAFRPP,BNP Paribas,420 boulevard de Gilbert,30259,Sainte Marianne,FR,RSA Bourgeois SA,29315799600977,SA,4399C,06.30.75.24.34,Sainte Aimenec,70980,194 chemin Maggie Traore,rsabourgeoissa@fakemail.com,FR7611315000007862163049671,CEPAFRPP,Caisse d'Epargne,72 avenue Evrard,44801,Ferreira,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Allain,Suzanne,1992-10-20,FEMALE,suzanne.rsaallain@fakemail.com,60 rue Leveque,54839,DupreVille,06.54.39.25.95,FR7630002000002710478157474,CRLYFRPP,Crédit Lyonnais (LCL),463 avenue Xavier Paul,91766,Saint Bernard,FR,RSA Teixeira SA,85608166600666,SA,4399C,06.07.53.72.27,Potier-sur-Mer,66529,27 boulevard Pruvost,rsateixeirasa@fakemail.com,FR7630004000005142366991760,BNPAFRPP,BNP Paribas,1 rue de Lacombe,20532,Diaz,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Daniel,Franck,1981-05-19,MALE,franck.rsadaniel@fakemail.com,46 chemin Madeleine Berger,02206,Le Gall,06.61.02.76.99,FR7611315000002418213915909,CEPAFRPP,Caisse d'Epargne,303 boulevard de Bourgeois,82816,Breton,FR,RSA Mahe SAS,07803108500406,SAS,4212Z,06.60.91.81.15,Lejeune-sur-Boulanger,29609,71 rue Robin,rsamahesas@fakemail.com,FR7630001000001588595468032,AGRIFRPP,Banque de France,244 rue de Delorme,59236,Clementnec,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Nguyen,Virginie,1962-12-03,FEMALE,virginie.rsanguyen@fakemail.com,582 chemin de Michel,97247,Delahayenec,06.72.63.18.82,FR7630056000005574754537108,CCFRFRCR,HSBC,7 boulevard Emilie Costa,18275,Collet,FR,RSA Gauthier SARL,80049429600125,SARL,4120B,06.81.49.88.27,Saint Juliette,25973,86 avenue de Fleury,rsagauthiersarl@fakemail.com,FR7611808000003843782730425,CMBRFR2B,Crédit Mutuel,352 boulevard Nicolas Le Gall,97645,Riou-sur-Mer,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Vallee,Marthe,1992-12-12,FEMALE,marthe.rsavallee@fakemail.com,487 chemin de Menard,43665,Pelletier,06.20.93.25.24,FR7630004000007757932901730,BNPAFRPP,BNP Paribas,82 avenue de Clement,04708,Richard,FR,RSA Jean Gaillard SARL,52564863000834,SARL,4120A,06.88.66.02.64,Bouvet,58270,70 avenue Mendes,rsajeangaillardsarl@fakemail.com,FR7610107000008941082039070,CCBPFRPP,Banque Populaire,2 chemin Daniel,73878,Couturier-sur-David,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Lefort,Jerome,1988-03-31,MALE,jerome.rsalefort@fakemail.com,3 boulevard de Roger,97285,PerrinVille,06.22.55.12.99,FR7630001000009911456970623,AGRIFRPP,Banque de France,724 boulevard Morvan,65253,Clerc,FR,RSA Caron Etienne SARL,82793656800340,SARL,4299Z,06.34.40.86.81,Ledoux-sur-Le Gall,12615,63 chemin Menard,rsacaronetiennesarl@fakemail.com,FR7630006000004932909646889,AGRIFRPP,Crédit Agricole,68 rue Lemonnier,60435,Lefevreboeuf,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Gilbert,Stephane,1984-06-24,MALE,stephane.rsagilbert@fakemail.com,54 avenue de Rodrigues,66170,Roy,06.39.60.67.11,FR7630056000009306608373519,CCFRFRCR,HSBC,21 boulevard Eugene Barbier,77358,Valleeboeuf,FR,RSA Charrier SA,79617180900570,SA,4213B,06.91.66.37.30,Gilles,82344,4 boulevard de Mallet,rsacharriersa@fakemail.com,FR7630002000001349632419489,CRLYFRPP,Crédit Lyonnais (LCL),80 rue de Perez,72168,EvrardVille,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Julien,Laurence,1988-10-25,FEMALE,laurence.rsajulien@fakemail.com,56 rue de Blin,89848,OllivierBourg,06.47.03.77.92,FR7630001000006492978486895,AGRIFRPP,Banque de France,17 rue Collet,54353,Peltier,FR,RSA Nicolas Maillet SARL,73248980200684,SARL,4213B,06.38.84.88.02,Sainte Margaudboeuf,80601,437 rue Vallee,rsanicolasmailletsarl@fakemail.com,FR7611808000004002359656221,CMBRFR2B,Crédit Mutuel,3 avenue de Girard,17427,SimonVille,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Michaud,Patricia,1976-06-26,FEMALE,patricia.rsamichaud@fakemail.com,52 chemin Suzanne Guillet,26125,Laine,06.58.43.78.75,FR7612548000006585026531027,AXABFRPP,AXA Banque,5 avenue Lemaitre,85594,Dias-sur-Pascal,FR,RSA De Oliveira SA,00434058400665,SA,4120A,06.81.27.65.33,Gregoire-sur-Mer,60540,6 boulevard Jacqueline Bazin,rsadeoliveirasa@fakemail.com,FR7611808000008826047179462,CMBRFR2B,Crédit Mutuel,12 rue de Marty,38845,Hernandez-sur-Mer,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Marion,Laure,1993-09-16,FEMALE,laure.rsamarion@fakemail.com,704 boulevard de Arnaud,59773,Leleu,06.56.84.93.81,FR7630001000006964348513077,AGRIFRPP,Banque de France,17 rue Gabrielle Camus,45921,Noel,FR,RSA Charles SA,19121598700386,SA,4222Z,06.78.55.09.91,DupuisBourg,97245,72 chemin de Ribeiro,rsacharlessa@fakemail.com,FR7630004000009638109514483,BNPAFRPP,BNP Paribas,445 boulevard Frederic Gay,78896,Delannoy,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Le Goff,Jerome,1960-06-20,MALE,jerome.rsalegoff@fakemail.com,20 avenue de Colin,10912,Faure-sur-Mer,06.89.56.41.23,FR7610011000004348825866401,PSSTFRPP,La Banque Postale,7 chemin Denise Rousseau,27217,Allard,FR,RSA Joseph Fleury et Fils SAS,74718504900695,SAS,4399C,06.84.98.97.94,Laurent,76448,9 boulevard Margaux Lopez,rsajosephfleuryetfilssas@fakemail.com,FR7630004000003554497045928,BNPAFRPP,BNP Paribas,67 chemin de Garcia,90118,Saint Alexandrenec,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Perez,Helene,1965-12-03,FEMALE,helene.rsaperez@fakemail.com,37 rue Marie Vasseur,20884,Legros,06.96.96.69.77,FR7610011000006726282205309,PSSTFRPP,La Banque Postale,11 rue Durand,16793,Marchand,FR,RSA Ledoux SA,63567145600377,SA,4291Z,06.28.68.52.27,Morvan-sur-Morin,17783,16 rue de Letellier,rsaledouxsa@fakemail.com,FR7611808000003217218491845,CMBRFR2B,Crédit Mutuel,17 rue Legros,21275,Ferrand,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Lebreton,Virginie,1983-06-23,FEMALE,virginie.rsalebreton@fakemail.com,9 chemin Nicolas Faure,95746,Andre,06.28.71.74.22,FR7611808000005638326398273,CMBRFR2B,Crédit Mutuel,13 rue de Remy,58574,Saint MicheleVille,FR,RSA Briand SARL,61638153900991,SARL,4222Z,06.59.58.64.79,Dupuynec,63880,11 boulevard Maryse Tanguy,rsabriandsarl@fakemail.com,FR7630056000002076692632785,CCFRFRCR,HSBC,32 chemin Coste,45879,Guillou,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Lebreton,Lucy,1981-12-03,FEMALE,lucy.rsalebreton@fakemail.com,43 rue de Guillaume,12357,Roux,06.92.95.01.29,FR7630001000004051780207120,AGRIFRPP,Banque de France,2 chemin de Remy,19998,Herve-les-Bains,FR,RSA Roger Philippe SA,05321595000212,SA,4120A,06.55.60.62.79,Cordierdan,59978,6 rue Christophe Pascal,rsarogerphilippesa@fakemail.com,FR7611808000002318241980988,CMBRFR2B,Crédit Mutuel,566 boulevard de Coulon,30922,Bertin,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Maillot,Jules,1961-06-21,MALE,jules.rsamaillot@fakemail.com,78 boulevard Lefevre,59586,Barthelemy,06.81.64.76.22,FR7612548000002980038841162,AXABFRPP,AXA Banque,12 rue de Dupre,39306,Saint Christellenec,FR,RSA Guillaume SA,16063160200077,SA,4399D,06.72.19.97.52,Lebreton,50771,15 boulevard de Regnier,rsaguillaumesa@fakemail.com,FR7612548000003224668161591,AXABFRPP,AXA Banque,95 rue Monique Renault,32226,Jacquetboeuf,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Germain,Susanne,1963-11-20,FEMALE,susanne.rsagermain@fakemail.com,29 rue Riou,19851,Brun,06.45.94.27.47,FR7610107000005352912795958,CCBPFRPP,Banque Populaire,253 avenue Francoise Lemoine,85326,Fabre,FR,RSA Bonneau SAS,45372833900996,SAS,4211Z,06.77.33.51.99,Sainte Zacharie,73540,81 boulevard Guillon,rsabonneausas@fakemail.com,FR7630002000002759680167038,CRLYFRPP,Crédit Lyonnais (LCL),707 avenue de Lefevre,52830,Sainte Valentine-la-Foret,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Peltier,Edith,1995-08-02,FEMALE,edith.rsapeltier@fakemail.com,66 rue Robin,10899,Saint NoemiVille,06.77.33.62.24,FR7612548000001549954082391,AXABFRPP,AXA Banque,51 rue de Gilbert,48147,Saint Franckdan,FR,RSA Reynaud SARL,42655993600312,SARL,4213A,06.74.30.85.11,Dubois-sur-Dias,13781,30 rue Luc Renard,rsareynaudsarl@fakemail.com,FR7612548000004585774796693,AXABFRPP,AXA Banque,93 rue de Pereira,19421,Renaud,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Richard,Sebastien,1977-11-07,MALE,sebastien.rsarichard@fakemail.com,48 rue Alphonse Ramos,95548,Marques-sur-Mer,06.61.39.15.26,FR7610107000002800956180907,CCBPFRPP,Banque Populaire,78 boulevard Rossi,58472,Bouchernec,FR,RSA Le Roux SAS,32187961100465,SAS,4222Z,06.39.94.21.88,MartyBourg,36462,13 rue Guilbert,rsalerouxsas@fakemail.com,FR7611808000009998273486883,CMBRFR2B,Crédit Mutuel,87 avenue Marchal,88523,Teixeira-sur-Philippe,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Caron,Luc,1996-10-13,MALE,luc.rsacaron@fakemail.com,30 chemin Grenier,04414,Bouchet,06.78.15.59.00,FR7630006000009464752719655,AGRIFRPP,Crédit Agricole,23 avenue Moreau,87792,Pelletierdan,FR,RSA Martin SARL,58094622600199,SARL,4291Z,06.83.91.68.17,Letellier,42401,36 rue Madeleine Barbier,rsamartinsarl@fakemail.com,FR7611808000008545381848037,CMBRFR2B,Crédit Mutuel,3 chemin Marcel Dos Santos,10560,Blanchard,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,RSA Charpentier,Julien,1976-10-13,MALE,julien.rsacharpentier@fakemail.com,8 rue Joseph Cohen,43458,Leblancdan,06.00.51.45.71,FR7630004000001372700430273,BNPAFRPP,BNP Paribas,13 boulevard de Ferrand,55583,Lebon,FR,RSA Barbier Chauvet SARL,85539162900794,SARL,4211Z,06.85.50.74.51,Charles-sur-Rolland,22387,915 chemin Aimee Baron,rsabarbierchauvetsarl@fakemail.com,FR7610107000006085447432839,CCBPFRPP,Banque Populaire,68 rue Olivier Pichon,36801,Leveque-sur-Samson,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Masson,Gilbert,1996-09-13,MALE,gilbert.rsamasson@fakemail.com,388 boulevard Christiane Clement,93782,Bailly-les-Bains,06.01.74.54.75,FR7630004000007784534265829,BNPAFRPP,BNP Paribas,67 chemin de Leduc,91975,Rousset-les-Bains,FR,RSA Bouchet SARL,07901335500932,SARL,4399C,06.61.77.42.77,Saint Corinne-sur-Mer,87370,22 rue Timothee Rousset,rsabouchetsarl@fakemail.com,FR7630056000001780779024938,CCFRFRCR,HSBC,14 chemin Capucine Poulain,21925,PrevostVille,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Renaud,Sophie,1962-05-19,FEMALE,sophie.rsarenaud@fakemail.com,78 avenue Jacques Texier,21266,Bailly,06.83.30.01.25,FR7630056000008740150478073,CCFRFRCR,HSBC,31 avenue de Riou,72860,Pelletier-sur-Mer,FR,RSA Millet Thomas SA,86598308400480,SA,4213B,06.47.12.91.70,Guerin,90826,6 rue Therese Berger,rsamilletthomassa@fakemail.com,FR7611808000005059474366336,CMBRFR2B,Crédit Mutuel,46 chemin Paris,61590,Sauvage,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Marin,Monique,1989-03-16,FEMALE,monique.rsamarin@fakemail.com,15 chemin Frederic Durand,89111,Saint Alexandrienec,06.18.00.73.48,FR7611808000004681916740801,CMBRFR2B,Crédit Mutuel,31 chemin Ledoux,64525,Gilbert,FR,RSA Techer SAS,15244058200780,SAS,4213B,06.84.58.40.38,Lemaire,92634,9 rue Picard,rsatechersas@fakemail.com,FR7610107000006735147389448,CCBPFRPP,Banque Populaire,5 avenue de Morin,65690,Richard,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Moulin,Hugues,1966-06-05,MALE,hugues.rsamoulin@fakemail.com,31 boulevard Christiane David,42157,Mary,06.06.94.00.63,FR7630056000009978771213574,CCFRFRCR,HSBC,776 chemin Edouard Nguyen,42123,Guichard,FR,RSA Martel SARL,08255374400085,SARL,4120A,06.19.74.81.25,Hoareau-sur-Leclercq,72905,38 rue Aime Fleury,rsamartelsarl@fakemail.com,FR7630001000004486731075119,AGRIFRPP,Banque de France,13 rue Maryse Lopez,49650,Ramos-les-Bains,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Auger,Michel,1981-02-27,MALE,michel.rsaauger@fakemail.com,98 avenue de Lefebvre,91858,Vidaldan,06.56.67.93.71,FR7611808000007337297360593,CMBRFR2B,Crédit Mutuel,13 rue Remy,28102,Sainte Marc-les-Bains,FR,RSA Vincent Lefevre SA,76023833700785,SA,4221Z,06.65.37.39.42,Dumont-la-Foret,55278,2 boulevard de Techer,rsavincentlefevresa@fakemail.com,FR7630056000002917249428360,CCFRFRCR,HSBC,29 avenue Ferrand,85501,Saint Xavier-les-Bains,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Regnier,Victoire,1972-10-06,FEMALE,victoire.rsaregnier@fakemail.com,77 rue Hortense Bonnet,46481,Bousquet-sur-Gilbert,06.67.59.78.63,FR7611315000002002699005616,CEPAFRPP,Caisse d'Epargne,20 chemin de Delaunay,58724,Ferranddan,FR,RSA Payet SARL,16390211700635,SARL,4299Z,06.94.24.48.00,Ferrand,62700,7 boulevard Francois,rsapayetsarl@fakemail.com,FR7630056000007102816173276,CCFRFRCR,HSBC,147 avenue Fernandez,57159,Renaud-la-Foret,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Carpentier,Isabelle,1959-02-18,FEMALE,isabelle.rsacarpentier@fakemail.com,4 avenue de Riviere,20646,DelmasBourg,06.47.98.74.07,FR7630056000001943371533163,CCFRFRCR,HSBC,83 avenue Martin,60379,Louis,FR,RSA Sauvage Legrand SA,36754408700680,SA,4399D,06.03.78.72.23,Goncalves,91937,13 rue de Mendes,rsasauvagelegrandsa@fakemail.com,FR7630002000001716763737445,CRLYFRPP,Crédit Lyonnais (LCL),6 avenue Noemi Thibault,48733,Berger,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Barthelemy,Eugene,1967-10-20,MALE,eugene.rsabarthelemy@fakemail.com,9 rue Sylvie Dupre,50646,Sainte NoemiVille,06.70.92.48.11,FR7610011000005012534157259,PSSTFRPP,La Banque Postale,11 chemin Briand,44204,BernierBourg,FR,RSA Leroux SA,48743524000485,SA,4221Z,06.40.93.81.18,Sauvage-la-Foret,25639,45 chemin Descamps,rsalerouxsa@fakemail.com,FR7630004000008467329337188,BNPAFRPP,BNP Paribas,88 rue Blanc,72487,BlanchardVille,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Chartier,Capucine,1996-07-04,FEMALE,capucine.rsachartier@fakemail.com,12 boulevard de Parent,49882,Guichard,06.88.34.80.35,FR7610011000008188655577180,PSSTFRPP,La Banque Postale,19 avenue Lacroix,36289,Sainte Lorraine,FR,RSA Lagarde SA,08440858200611,SA,4291Z,06.92.54.36.63,Bodin,08718,81 rue de Guillet,rsalagardesa@fakemail.com,FR7630001000003400317424309,AGRIFRPP,Banque de France,83 boulevard de Brun,66531,Sanchez,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Gaudin,Maurice,1972-10-02,MALE,maurice.rsagaudin@fakemail.com,3 rue de Lejeune,05652,Carpentier,06.34.86.07.44,FR7612548000005383431110104,AXABFRPP,AXA Banque,7 rue Louise Perez,23106,Saint Nathalie-les-Bains,FR,RSA Picard SARL,18093365700371,SARL,4299Z,06.97.03.36.13,Sainte Genevieve,75221,87 rue Petitjean,rsapicardsarl@fakemail.com,FR7610107000009968009695114,CCBPFRPP,Banque Populaire,540 rue de Olivier,65515,Munoz-les-Bains,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Brun,Georges,1985-05-21,MALE,georges.rsabrun@fakemail.com,41 chemin Julie Dumont,58368,Saint Roger,06.91.68.75.48,FR7611315000002065175502719,CEPAFRPP,Caisse d'Epargne,3 chemin de Jacquot,39848,Sainte Christine-sur-Mer,FR,RSA Dijoux SA,29367747200996,SA,4213A,06.97.74.12.12,Valentin,65470,47 rue de Roy,rsadijouxsa@fakemail.com,FR7611808000005422820361336,CMBRFR2B,Crédit Mutuel,48 avenue Cordier,32418,AdamVille,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Gautier,Emmanuel,1976-04-27,MALE,emmanuel.rsagautier@fakemail.com,10 boulevard de Riou,67912,Perez,06.73.40.61.07,FR7611808000009815526520709,CMBRFR2B,Crédit Mutuel,29 rue Maurice Rocher,07688,Perrot,FR,RSA Le Goff SA,50652938700314,SA,4291Z,06.44.85.96.86,Sainte Danielnec,78817,7 rue de Lebon,rsalegoffsa@fakemail.com,FR7612548000003758085507309,AXABFRPP,AXA Banque,57 boulevard Launay,08171,Sainte Stephanie,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Colin,Isaac,1982-06-09,MALE,isaac.rsacolin@fakemail.com,56 boulevard Theophile Renault,05257,Sainte AnneVille,06.26.23.18.19,FR7630006000005255892279309,AGRIFRPP,Crédit Agricole,5 avenue Frederic Marion,43670,Blanchet-sur-Mer,FR,RSA Meyer SA,31137126400541,SA,4213A,06.46.10.03.75,Hamel-sur-Mer,27946,80 chemin Philippine Techer,rsameyersa@fakemail.com,FR7611315000008876714378812,CEPAFRPP,Caisse d'Epargne,25 rue de Guyot,70896,Chauveaudan,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Blot,Arthur,1974-12-08,MALE,arthur.rsablot@fakemail.com,24 rue Daniel,15480,Bonnin,06.10.44.58.11,FR7630056000005984018908439,CCFRFRCR,HSBC,50 boulevard de Seguin,27602,Valentin,FR,RSA Mathieu Perrot SARL,29729091800822,SARL,4120B,06.09.62.96.73,Martins,40941,4 rue Charlotte Dumas,rsamathieuperrotsarl@fakemail.com,FR7630001000007975801933042,AGRIFRPP,Banque de France,34 avenue Elodie Mallet,05320,Leclercq,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,RSA Perrier,Isaac,1982-06-21,MALE,isaac.rsaperrier@fakemail.com,82 rue Prevost,26413,Vaillant,06.29.69.15.93,FR7610107000009032465427991,CCBPFRPP,Banque Populaire,88 avenue de Marty,02373,Thibault,FR,RSA Sanchez SAS,92076904900668,SAS,4213A,06.05.56.26.96,Hardy,81729,45 rue de Dumas,rsasanchezsas@fakemail.com,FR7630001000007291886436217,AGRIFRPP,Banque de France,28 avenue de Menard,53491,Pires,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
